...1,created_on,expenses,floor,lat,lon,place_name,place_with_parent_names,price,price_aprox_local_currency,price_aprox_usd,price_per_m2,price_usd_per_m2,property_type,rooms,state_name,surface_covered_in_m2,surface_in_m2,surface_total_in_m2,title
88754,2015-09-11,NA,NA,-38.687981,-62.2698523,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,200000,1940140,200000,1333.33333333,378.787878788,house,NA,NA,150,NA,528,Pigue 1300. Bº Florida. 2 Dormitorios. 528 m2. 150 m2c.
88756,2015-09-11,NA,NA,-38.7296977,-62.2552592,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,1500000,1498686.75,154492.64,16666.6666667,1544.9264,house,NA,NA,90,NA,100,CASA EN PLANTA ALTA - Brown 1158. 3 Dormitorios. 100 m2. 90 m2c.
88760,2015-09-11,NA,NA,-38.7147543,-62.2726918,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,180000,1746126,180000,2000,2000,apartment,4,NA,90,NA,90,"EXCELENTE SEMIPISO, DE 2D SUITE EN VTA. 4 Ambientes. 2 Dormitorios. 90 m2. 90 m2c."
88788,2015-09-11,NA,NA,-34.4799704,-58.6259645,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,225000,2182657.5,225000,1406.25,1607.14285714,house,NA,NA,160,NA,140,"Casa 140m² con 3 Plantas en POSADAS 2800, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 225.000"
88792,2015-09-11,NA,NA,-34.5002411,-58.5603545,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,295000,2861706.5,295000,1288.20960699,491.666666667,house,NA,NA,229,NA,600,"Casa 600m² con Dependencias en ARANA, Gobernador 100, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 295.000"
88805,2015-09-11,NA,NA,-34.4942368,-58.5614211,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,630000,6111441,630000,1329.11392405,851.351351351,house,NA,NA,474,NA,740,"Casa 740m² con Cochera en BERMEJO 500, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 630.000"
89062,2015-09-12,NA,NA,-34.4947942,-58.5778779,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,145000,1406601.5,145000,1000,483.333333333,house,NA,NA,145,NA,300,"Casa 300m² con Plantas en MATORRAS, Gregoria 1700, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 145.000"
89065,2015-09-12,NA,NA,-34.5304866,-58.7209091,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,130000,1261091,130000,1000,599.078341014,house,NA,NA,130,NA,217,"Casa 217m² con Teléfono en SERRANO 2700, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 130.000"
89066,2015-09-12,NA,NA,-34.4776866,-58.5669815,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,350000,3395245,350000,2333.33333333,1400,house,NA,NA,150,NA,250,"Casa 250m² con Dependencias en MARCONI, Ing. 3800, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 350.000"
89110,2015-09-14,NA,NA,-38.7021077,-62.2672274,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,250000,2425175,250000,1388.88888889,925.925925926,house,10,NA,180,NA,270,Venta casa. 10 Ambientes. 3 Dormitorios. 270 m2. 180 m2c.
89175,2015-09-14,NA,NA,-34.4990058,-58.5728344,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,205000,1988643.5,205000,1464.28571429,1025,house,NA,NA,140,NA,200,"Casa 200m² con Teléfono en GARDEL, Carlos 1700, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 205.000"
89176,2015-09-14,NA,NA,-34.4784641,-58.572059,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,250000,2425175,250000,1231.5270936,1041.66666667,house,NA,NA,203,NA,240,"Casa 240m² con Teléfono en OBARRIO, Manuel 0, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 250.000"
89183,2015-09-14,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,550000,5335385,550000,1774.19354839,687.5,house,NA,NA,310,NA,800,"Casa 800m² con Dependencias en 0, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 550.000"
89230,2015-09-14,NA,2,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,248000,2405773.6,248000,2583.33333333,2384.61538462,apartment,NA,NA,96,NA,104,"Departamento 104m² con Plantas en 0, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 248.000"
89259,2015-09-14,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,1600000,15521120,1600000,2666.66666667,457.142857143,house,NA,NA,600,NA,3500,"Casa 3500m² con Cochera en DON BOSCO 2900, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 1.600.000"
89268,2015-09-15,NA,NA,-34.4751113,-58.5563019,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,139000,1348397.3,139000,1510.86956522,1510.86956522,PH,NA,NA,92,NA,92,"PH 92m² con Teléfono en DE LAS CARRERAS, Ernesto 1800, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 139.000"
89271,2015-09-15,NA,NA,-34.4747435,-58.6678435,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,406000,3938484.2,406000,1344.37086093,506.866416979,house,NA,NA,302,NA,801,"Casa 801m² con Teléfono en COLECTORA OESTE 3800, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 406.000"
89276,2015-09-15,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,197000,1911037.9,197000,1790.90909091,1641.66666667,house,NA,NA,110,NA,120,"Casa 120m² con Cochera en 0, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 197.000"
89277,2015-09-15,NA,NA,-34.4492132,-58.9222133,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,450000,4365315,450000,1607.14285714,750,house,NA,NA,280,NA,600,"Casa 600m² con 2 Plantas en EL ZORZAL 700, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 450.000"
89289,2015-09-15,NA,NA,-34.479546,-58.5704814,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,350000,3395245,350000,1521.73913043,833.333333333,house,NA,NA,230,NA,420,"Casa 420m² con 2 Plantas en CANALEJAS 0, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 350.000"
89290,2015-09-15,NA,NA,-34.5027378,-58.6740468,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,220000,2134154,220000,1222.22222222,771.929824561,house,NA,NA,180,NA,285,"Casa 285m² con Teléfono en ROSARIO 1600, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 220.000"
94491,2015-09-16,NA,NA,-38.6820337,-62.2185925,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,190000,1843133,190000,760,730.769230769,store,NA,NA,250,NA,260,NEWBERY Y BELGRANO . 260 m2. 250 m2c.
94628,2015-09-16,NA,NA,-34.4862743,-58.5410101,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,850000,8245595,850000,1741.80327869,655.358519661,house,NA,NA,488,NA,1297,"Casa 1297m² con Teléfono en LAPRIDA 2300, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 850.000"
94638,2015-09-16,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,258000,2502780.6,258000,1357.89473684,408.227848101,house,NA,NA,190,NA,632,"Casa 632m² con Cochera en 0, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 258.000"
94652,2015-09-16,NA,1,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,138000,1338696.6,138000,2123.07692308,2123.07692308,apartment,NA,NA,65,NA,65,"Departamento 65m² con Teléfono en ESCALADA, Remedios de 1700, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 138.000"
94656,2015-09-16,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,285000,2764699.5,285000,1325.58139535,1425,house,NA,NA,215,NA,200,"Casa 200m² con 3 Plantas en CALVO, Carlos 2100, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 285.000"
94743,2015-09-18,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,249000,2415474.3,249000,2490,2075,apartment,NA,NA,100,NA,120,"Departamento 120m² con Dependencias en 0, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 249.000"
94776,2015-09-18,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,285000,2764699.5,285000,1338.02816901,1425,house,NA,NA,213,NA,200,"Casa 200m² con 3 Plantas en CALVO, Carlos 2100, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 285.000"
95072,2015-09-18,NA,NA,-38.7235296,-62.2923398,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,52000,504436.4,52000,440.677966102,148.571428571,house,NA,NA,118,NA,350,Casa de dos dormitorios y dependencias! . 3 Dormitorios. 350 m2. 118 m2c.
95091,2015-09-18,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,680000,6596476,680000,1700,651.96548418,house,NA,NA,400,NA,1043,"Casa 1043m² con Cochera en 0, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 680.000"
95107,2015-09-18,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,500000,4850350,500000,1388.88888889,416.666666667,house,NA,NA,360,NA,1200,"Casa 1200m² con 2 Plantas en 0, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 500.000"
95111,2015-09-18,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,123000,1193186.1,123000,4100,1118.18181818,store,NA,NA,30,NA,110,"Local 110m² con Teléfono en BOGADO, Cnel. Félix 2900, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 123.000"
95120,2015-09-18,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,110000,1067077,110000,2619.04761905,3235.29411765,PH,NA,NA,42,NA,34,"PH 34m² con Teléfono en LAS HERAS 1900, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 110.000"
95122,2015-09-19,NA,NA,-34.6036844,-58.3815591,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,100000,970070,100000,769.230769231,33.3333333333,house,NA,NA,130,NA,3000,CASA EN EL REMANSO. 3 Dormitorios. 3000 m2. 130 m2c.
95471,2015-09-21,NA,NA,-34.5204516,-58.4874757,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,148000,1435703.6,148000,2426.2295082,1591.39784946,PH,NA,NA,61,NA,93,"PH 93m² con Cochera en ITALIA 1600, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 148.000"
95499,2015-09-21,NA,NA,-34.5343908,-58.4816495,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,280000,2716196,280000,2545.45454545,1333.33333333,PH,NA,NA,110,NA,210,"PH 210m² con Dependencias en MARMOL, José 1700, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 280.000"
95502,2015-09-21,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,1600000,15521120,1600000,2666.66666667,458.71559633,house,NA,NA,600,NA,3488,"Casa 3488m² con Teléfono en DON BOSCO 2900, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 1.600.000"
96467,2015-09-22,NA,NA,-34.5236845,-58.495616,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,265000,2570685.5,265000,1325,1666.66666667,house,NA,NA,200,NA,159,"Casa 159m² con Dependencias en ESMERALDA 2200, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 265.000"
96469,2015-09-22,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,800000,7760560,800000,2000,695.652173913,house,NA,NA,400,NA,1150,"Casa 1150m² con Dependencias en 0, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 800.000"
96476,2015-09-22,NA,NA,-34.5415582,-58.4956065,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,260000,2522182,260000,1793.10344828,1502.89017341,house,NA,NA,145,NA,173,"Casa 173m² con 3 Plantas en ROSETTI, Cnel. 500, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 260.000"
96477,2015-09-22,NA,NA,-34.5415582,-58.4956065,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,200000,1940140,200000,1600,1666.66666667,house,NA,NA,125,NA,120,"Casa 120m² con Teléfono en ROSETTI, Cnel. 500, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 200.000"
96478,2015-09-22,NA,NA,-34.5415582,-58.4956065,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,210000,2037147,210000,1680,1750,house,NA,NA,125,NA,120,"Casa 120m² con Dependencias en ROSETTI, Cnel. 500, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 210.000"
96561,2015-09-23,NA,NA,-34.2958255,-58.918156,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,112000,1086478.4,112000,1317.64705882,861.538461538,house,NA,NA,85,NA,130,CASA EN VENTA
98340,2015-09-23,NA,NA,-34.6036844,-58.3815591,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,83000,805158.1,83000,NA,1106.66666667,apartment,NA,NA,NA,NA,75,Soler 83 - 2d al frente. 2 Dormitorios. 75 m2.
98352,2015-09-23,NA,NA,-38.7059578,-62.2515628,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,750000,749343.37,77246.32,20270.2702703,2087.73837838,apartment,2,NA,37,NA,37,"A ESTRENAR, EXCELENTE SECTOR.. 2 Ambientes. 1 Dormitorio. 37 m2. 37 m2c."
98487,2015-09-23,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,210000,2037147,210000,1909.09090909,1680,house,NA,NA,110,NA,125,"Casa 125m² con Cochera en 1000, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 210.000"
98489,2015-09-23,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,570000,5529399,570000,1266.66666667,356.25,house,NA,NA,450,NA,1600,"Casa 1600m² con Dependencias en 0, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 570.000"
98494,2015-09-23,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,800000,7760560,800000,2000,800,house,NA,NA,400,NA,1000,"Casa 1000m² con Teléfono en WARNES, Av. 0, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 800.000"
98507,2015-09-23,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,155000,1503608.5,155000,2924.52830189,596.153846154,PH,NA,NA,53,NA,260,"PH 260m² con Dependencias en LINIERS 200, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 155.000"
98509,2015-09-23,NA,3,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,315000,3055720.5,315000,3579.54545455,3058.25242718,apartment,NA,NA,88,NA,103,"Departamento 103m² con Teléfono en 800, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 315.000"
98516,2015-09-23,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,495000,4801846.5,495000,1995.96774194,621.859296482,house,NA,NA,248,NA,796,"Casa 796m² con 2 Plantas en 0, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 495.000"
98966,2015-09-24,NA,NA,-34.4965629,-58.5773309,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,139000,1348397.3,139000,1029.62962963,631.818181818,house,NA,NA,135,NA,220,"Casa 220m² con 2 Plantas en ROSARIO 1800, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 139.000"
98973,2015-09-24,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,165000,1600615.5,165000,2062.5,1793.47826087,house,NA,NA,80,NA,92,"Casa 92m² con Teléfono en SANTA ROSA 1700, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 165.000"
98989,2015-09-24,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,670000,6499469,670000,NA,837.5,house,NA,NA,0,NA,800,"Casa 800m² con Dependencias en 0, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 670.000"
98992,2015-09-24,NA,3,-34.5180879,-58.749714,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,180000,1746126,180000,2812.5,2500,apartment,NA,NA,64,NA,72,"Departamento 72m² con Teléfono en YRIGOYEN, Pres. Hipólito 1500, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 180.000"
99221,2015-09-25,NA,NA,-38.7256985,-62.2743695,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,56000,543239.2,56000,1272.72727273,1272.72727273,apartment,2,NA,44,NA,44,TORRE ATENEA DPTO 1D A ESTRENAR. 2 Ambientes. 1 Dormitorio. 44 m2. 44 m2c.
99222,2015-09-25,NA,NA,-38.7256985,-62.2743695,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,65000,630545.5,65000,1477.27272727,1477.27272727,apartment,2,NA,44,NA,44,TORRE ATENEA DPTO DE 1D A LA VENTA. 2 Ambientes. 1 Dormitorio. 44 m2. 44 m2c.
99223,2015-09-25,NA,NA,-38.7256985,-62.2743695,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,67000,649946.9,67000,1425.53191489,1425.53191489,apartment,2,NA,47,NA,47,DEPARTAMENTO DE 1D AMPLIO EN VENTA. 2 Ambientes. 1 Dormitorio. 47 m2. 47 m2c.
99224,2015-09-25,NA,NA,-38.7106769,-62.2919077,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,70000,679049,70000,1166.66666667,1166.66666667,house,2,NA,60,NA,60,DEPARTAMENTO DE UN DORMITORIO TIPO DUPLEX EN VENTA . 2 Ambientes. 1 Dormitorio. 60 m2. 60 m2c.
99260,2015-09-25,NA,NA,-34.4762616,-58.566916,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,488000,4733941.6,488000,1991.83673469,1129.62962963,house,NA,NA,245,NA,432,"Casa 432m² con Dependencias en GUIDO, Gral. 3800, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 488.000"
99267,2015-09-25,NA,5,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,120000,1164084,120000,2000,2000,apartment,NA,NA,60,NA,60,"Departamento 60m² con Teléfono en ESCALADA, Remedios de 1600, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 120.000"
99471,2015-09-28,NA,NA,-34.4479333,-58.5494633,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,1000000,9700700,1000000,1652.89256198,1019.36799185,house,NA,NA,605,NA,981,"Casa 981m² con 3 Plantas en 3 DE FEBRERO 2100, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 1.000.000"
99482,2015-09-28,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,220000,2134154,220000,2857.14285714,1538.46153846,apartment,NA,NA,77,NA,143,"Departamento 143m² con Plantas en 0, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 220.000"
99492,2015-09-28,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,255000,2473678.5,255000,2602.04081633,2256.63716814,apartment,NA,NA,98,NA,113,"Departamento 113m² con Cochera en 0, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 255.000"
99493,2015-09-28,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,492000,4772744.4,492000,1640,559.090909091,house,NA,NA,300,NA,880,"Casa 880m² con Cochera en 0, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 492.000"
99510,2015-09-28,NA,NA,-34.4802639,-58.5755684,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,475000,4607832.5,475000,1637.93103448,957.661290323,house,NA,NA,290,NA,496,"Casa 496m² con 2 Plantas en RECLUS, Eliseo 2400, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 475.000"
100412,2015-09-30,NA,NA,-38.7299009,-62.237822799999996,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,450000,449606,46347.79,12500,1287.43861111,apartment,2,NA,36,NA,36,Departamento interno con local al fte. 2 Ambientes. 1 Dormitorio. 36 m2. 36 m2c.
100415,2015-09-30,NA,NA,-38.7245437,-62.2611492,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,550000,549518.46,56647.3,18333.3333333,1888.24333333,apartment,2,NA,30,NA,30,Undiano 75.1er piso al frente por escalera.$550.000. 2 Ambientes. 1 Dormitorio. 30 m2. 30 m2c.
100416,2015-09-30,NA,NA,-38.70386,-62.2710474,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,950000,949168.28,97845.34,14615.3846154,1397.79057143,house,4,NA,65,NA,70,Casa en Venta. 4 Ambientes. 2 Dormitorios. 70 m2. 65 m2c.
100673,2015-09-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,53000,53134.12,5477.35,220.833333333,6.8466875,house,NA,NA,240,NA,800,"Casa 800m² con Teléfono en 0, Argentina, Bs.As. G.B.A. Zona Norte, por $ 53.000"
100674,2015-09-30,NA,NA,-34.4765602,-58.564617,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,350000,3395245,350000,1400,928.381962865,house,NA,NA,250,NA,377,"Casa 377m² con 3 Plantas en MARCONI, Ing. 3600, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 350.000"
100697,2015-09-30,NA,NA,-34.4952457,-58.5741246,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,215000,2085650.5,215000,968.468468468,922.746781116,house,NA,NA,222,NA,233,"Casa 233m² con Cochera en SAN MARTIN, Capitan J. de 1500, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 215.000"
100709,2015-09-30,NA,NA,-34.5055641,-58.5744259,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,115000,1115580.5,115000,1277.77777778,410.714285714,house,NA,NA,90,NA,280,"Casa 280m² con Teléfono en BULNES 700, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 115.000"
100710,2015-09-30,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,480000,4656336,480000,1920,685.714285714,house,NA,NA,250,NA,700,"Casa 700m² con Dependencias en 0, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 480.000"
100761,2015-10-01,NA,NA,-38.7140987,-62.2961895,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,1200000,1198949.38,123594.11,7058.82352941,316.907974359,house,5,NA,170,NA,390,Hermosa casa en venta 3 dorm y quincho. Barrio KM 5.. 5 Ambientes. 3 Dormitorios. 390 m2. 170 m2c.
101935,2015-10-01,NA,NA,-34.4769384,-58.5364119,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,235000,2279664.5,235000,2136.36363636,1424.24242424,house,NA,NA,110,NA,165,"Casa 165m² con 2 Plantas en DIAZ, Jacinto 1500, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 235.000"
101945,2015-10-01,NA,NA,-34.5396842,-58.4968453,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,440000,4268308,440000,2156.8627451,1131.10539846,house,NA,NA,204,NA,389,"Casa 389m² con Cochera en ROSETTI, Cnel. 700, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 440.000"
101946,2015-10-01,NA,3,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,240000,2328168,240000,2264.1509434,2181.81818182,apartment,NA,NA,106,NA,110,"Departamento 110m² con Cochera en SAN MARTIN, Av. Gral. 1500, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 240.000"
101949,2015-10-01,NA,NA,-34.4908751,-58.8588532,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,262000,2541583.4,262000,1723.68421053,2000,house,NA,NA,152,NA,131,"Casa 131m² con Cochera en AMERICA 400, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 262.000"
101972,2015-10-01,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,850000,8245595,850000,2023.80952381,525.99009901,house,NA,NA,420,NA,1616,"Casa 1616m² con Teléfono en 0, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 850.000"
102242,2015-10-02,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,160000,1552112,160000,2857.14285714,1616.16161616,apartment,NA,NA,56,NA,99,"Departamento 99m² con Teléfono en 0, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 160.000"
102244,2015-10-02,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,270000,2619189,270000,1500,450,house,NA,NA,180,NA,600,"Casa 600m² con 2 Plantas en 0, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 270.000"
102255,2015-10-02,NA,NA,NA,NA,Bs.As. G.B.A. Zona Norte,|Argentina|Bs.As. G.B.A. Zona Norte|,185000,1794629.5,185000,3245.61403509,2569.44444444,apartment,NA,NA,57,NA,72,"Departamento 72m² con Dependencias en SANTA ROSA 1700, Argentina, Bs.As. G.B.A. Zona Norte, por U$S 185.000"
